A,B,C,D,E,F,G,H,I,J,Response
-64.10904973,-1.469694995,1.055238809,0.116049736,-1.0652497,-1.68487835,-0.136704766,-1.372866072,white,male,-1.99696142
-115.2790522,-0.177802666,-2.110461889,-0.392903581,-1.056049105,-2.401225105,0.231674094,-0.248987439,white,female,-0.842753163
141.5086222,-0.065714079,-0.620352381,1.420353438,-1.8642797,1.170325466,-0.320260462,1.509847504,white,female,0.079437188
146.3253466,-0.992204151,-0.292912747,1.518601075,0.494445203,0.575291578,-0.542030638,-0.460333741,white,female,1.174867457
-125.8641326,-0.030332318,-0.222621302,-0.931489921,-0.714617758,-0.151513519,0.425257574,-1.517668363,black,female,-0.552237496
12.93789941,0.475186593,0.326918959,0.392727483,-1.088820557,-0.980839332,0.632015179,-0.608848391,black,female,0.837650148
-47.75840808,-0.046916718,0.43320487,-0.992598643,0.882577421,-1.184116246,-1.865730203,-0.697433878,black,female,0.118502157
-317.6973057,0.736702772,-0.678893814,-0.862300801,-0.436306069,-0.085548976,-1.317890089,-1.079177992,black,female,-1.579222921
-205.3070336,0.52544575,-0.68187226,-0.184166592,-1.601947011,0.549322876,0.514740214,-0.90802873,black,female,-1.139030951
92.63794554,-0.0726414,-0.100478586,1.28716216,0.326316678,1.623682393,0.07194886,-1.108420352,white,male,0.333093855
-230.2741149,-0.737875724,-0.144865998,1.419819393,-0.788106595,-0.832905035,-0.039067428,0.526334391,black,female,-0.780665773
131.7421271,1.807697378,-1.176578721,0.368467874,-1.599621701,-0.932398071,0.923085649,0.907268644,white,male,0.869599681
75.396852,0.720767165,1.236548894,0.886956099,-0.983422999,-0.453120293,-0.757897417,0.382958534,white,female,-1.220488848
-16.3354052,-0.618533384,0.291994467,-0.074586203,-0.92554108,-0.054441812,-1.580099564,-0.039052166,black,male,0.124329324
50.72089738,-1.588868379,-0.441653836,0.216917052,-0.650158386,0.883178354,1.186337281,-0.335285165,black,male,0.673147009
-72.43409031,-2.299251856,1.011624359,0.297475554,-1.365788533,0.636866849,-1.170106671,-0.618549901,black,female,-1.432906932
65.27180757,0.867504399,-0.124275647,-0.430059674,0.370955282,0.344492615,-1.297327304,1.834941985,white,male,0.02110142
499.3359108,-0.713037849,1.922693664,1.549883152,0.587423473,1.241556572,-0.378733516,0.486852252,white,female,0.716388933
246.6785158,0.057722535,1.609286934,1.026390348,0.347885025,0.778957243,-0.736035232,0.301418682,white,male,-0.683125836
-135.6313987,-0.381234672,-2.389668869,-0.097623004,1.502187247,-0.05580579,0.251381239,0.843332734,white,male,-0.634516837
-185.3684065,0.355646888,-0.418563283,0.025867661,0.155391611,-0.647171113,-0.362667312,0.435518421,black,male,-0.579205836
-59.48766803,0.565714325,-0.285806776,-1.651841568,0.105853974,-1.49190464,-0.50489536,0.100372806,white,female,-1.425015684
-92.05059785,0.523156005,-1.149946622,0.183396259,1.650846531,-1.72437242,0.766725736,-0.85986238,black,female,0.728695015
-62.81576764,-1.598101851,0.894699463,1.413800838,0.956334242,1.082548521,0.469965536,0.743922996,black,female,-1.103058575
144.7928931,0.053489239,1.294108151,-0.749710075,0.632127721,0.810978402,-1.042539937,-0.458596436,white,female,-0.271601292
-26.1052874,0.501040759,0.5329506,1.86897614,-0.724368461,0.228857608,-2.50248023,-1.759810676,black,female,0.24611253
47.33191908,-0.571095065,0.166594007,0.26706855,1.919802679,-0.468048662,-1.191409532,-1.117510192,black,female,0.87737598
98.09125527,-0.420634309,0.39107927,-0.460114799,0.091098512,1.278108133,0.784969205,0.173411663,black,female,0.869127211
210.1629406,-0.277115723,0.883186903,-1.503362366,-0.089210232,2.292883018,-0.92726529,0.007770057,white,male,0.383535833
17.16036173,0.356310979,-0.730406422,1.30703941,-0.608624145,1.059444802,-1.366574088,-0.439127499,black,female,0.625253308
-93.50685561,-0.944055483,0.601834214,0.984534421,2.079982784,0.011248748,-0.476817492,-0.024149472,black,female,-1.393454258
9.992546273,0.048032253,-0.514855211,0.582180129,-0.352083553,0.482889742,0.170785869,-1.177007661,white,male,-0.50544317
62.83807292,1.366885343,-0.697922318,-0.232691174,-0.639855872,-1.189896932,0.726706199,-1.070472759,white,male,1.182156819
136.3494197,-0.710736503,1.009994425,-0.255110971,0.319528958,0.085524566,-0.768251282,2.032828303,white,female,-0.385367532
-98.59231581,-0.214346267,-0.461846393,1.079636526,0.302537003,-2.084669862,0.318173521,-0.077144601,white,male,-1.098238787
81.4867236,-0.052470889,1.076290069,-0.587305257,3.858570752,1.360118083,0.57543275,-2.805119178,white,male,-0.861537683
151.6150469,-0.417522374,0.46118423,1.67433724,1.08867704,0.15077067,0.642705146,1.017640278,white,male,-0.133897296
36.16843052,-0.844109197,0.993342585,-1.570271994,-0.329499288,-0.140569766,-2.025182439,0.354766911,black,male,0.288310611
-138.5699164,-1.248284878,-0.197208793,-1.093834832,-0.648664485,-0.354159803,-0.950649244,0.36710086,black,female,-0.214647703
114.4506665,0.97676222,-0.822259612,0.704427931,-0.627717043,-0.700565526,-0.535672515,0.235924783,white,female,0.471932526
51.67174611,-0.12991149,0.174605036,-1.282212243,-0.472258988,-0.163631634,-0.19619629,1.306046123,white,male,0.398929611
106.612073,0.587450811,1.180942097,-1.106001635,0.89327991,1.357111699,1.193416984,0.334359917,black,female,1.549905441
109.2022217,0.924082576,1.256563725,-1.041127846,0.437174914,0.35103062,0.597267268,-1.296874985,black,male,0.527076723
58.67075173,0.15014907,1.169482679,-0.648453081,0.37176262,1.318706334,-0.185295402,-2.092748208,black,female,0.848820029
-77.20019483,-0.967957304,-0.319666876,-0.266135103,-0.507520896,0.939678269,-1.017187958,-0.358276605,black,male,-0.796886086
-232.1152619,-2.079066478,-1.195386768,0.620002191,0.282461521,-1.214738748,-0.70999977,-0.130858073,black,female,0.338401125
142.5047725,1.00473252,-0.250461073,-1.045535614,1.136548174,1.692702043,-0.427756153,0.980727266,white,female,0.21970856
126.4520436,-1.523971004,0.687203532,-0.39316491,-0.688025065,0.934120924,-2.474337634,-0.032311775,white,male,0.460299999
97.92251693,0.816837163,0.378696117,-2.274795808,0.284933529,-1.027572111,0.009382267,-0.843441908,black,male,1.207057654
-57.09041087,-0.394015655,-0.195646531,-0.346381963,0.652361091,-1.492403726,-1.084901289,2.324525658,black,male,0.05725616
67.29289503,1.131334586,0.536838092,-0.126928214,-0.138333097,-0.873749226,-0.097214747,-0.995506096,white,male,0.576556036
116.0158542,-0.816746462,-0.17103726,0.641074586,-1.685023205,1.483226674,1.218057431,-0.700444551,white,male,0.290029657
-259.7623471,-1.007671558,-1.954112591,0.844446683,-0.531168527,-0.603383816,-0.060168396,-1.492328867,black,female,0.545626421
210.5966243,0.683256962,1.101327481,-0.408319766,-0.254138916,0.3230599,-0.956643305,-0.331314423,white,male,0.561866803
165.379698,1.604583159,-0.316697193,1.271284006,1.922444702,-1.359400468,0.482583968,-0.364640048,white,female,2.162854803
154.8551358,0.458530587,1.201133159,0.456740714,0.691176823,0.716602316,0.784163935,0.658506447,black,male,1.718046537
87.4201922,-0.60188374,0.197569699,-0.818151689,-0.58013386,0.169474398,0.500223248,0.097703083,white,male,0.026118862
-96.85434475,-0.177364966,0.093144736,-0.718270676,0.742455056,-1.117391966,-0.22936796,-0.942238253,white,female,-1.512013965
138.4541147,2.30862922,0.922647883,-1.087524231,-1.34068276,0.036223298,0.614354543,-0.53157504,black,male,1.036168538
137.0908358,1.534164637,1.765928105,-1.332474055,-0.048807664,1.149549374,-0.382905464,0.492853269,white,male,-0.81171589
-249.5533454,0.325597258,-1.829065669,0.861646853,-1.710075029,-0.13327809,0.436817542,-0.974212471,black,male,-0.641580018
-90.42926209,-1.731564333,-0.975995726,0.548946568,0.909485607,1.328972862,0.42199072,-1.131947554,black,male,-0.36152024
204.8580677,-1.312660815,0.65472629,1.511239822,0.909487331,-0.272994535,0.335882781,-1.723828104,white,female,1.677241789
123.5993134,0.500521512,-0.488993751,-0.059885084,0.166254111,0.349214149,1.979820071,0.62051247,white,female,1.345880927
61.33656045,0.315579574,-1.377986223,0.164511958,0.381998143,-0.213964653,0.355306855,0.109132882,white,female,-0.500846846
-31.27971977,-0.850156865,-2.315554729,0.839381068,0.906761772,1.392885662,0.479775377,0.142535163,white,female,0.882211624
-346.2717524,1.207708838,-1.096382972,-0.423829614,0.834146515,0.552342718,-2.058470983,1.0753343,black,female,-2.593076247
-61.38613485,-0.891778798,-0.482226289,0.482323371,-2.015472023,1.11966346,0.287999683,-0.532901096,black,male,-0.15854191
137.8375834,0.423343488,2.767524711,2.859367595,1.346512375,0.55340897,-0.045571861,-0.003479252,black,male,-0.387739492
153.2233998,-1.932778952,0.062556038,-1.628701253,-1.292394321,0.187216119,1.899452731,-1.848846836,white,female,0.957940142
14.32155984,-0.220050894,0.965694109,0.284598786,-0.741579395,1.628807038,0.156992925,-0.7599949,black,female,-0.67730883
71.44526568,0.762583801,1.459667037,-0.019762511,0.360980866,-0.248716323,0.550925491,0.001160099,black,male,0.596615593
-44.4254748,1.227282188,-0.543835324,1.891931455,0.54509474,-0.053447735,0.585037774,0.558959233,black,female,0.174972253
33.14823809,0.798907998,0.388237275,-0.9051386,-0.950075657,-1.027560082,-0.13679247,0.221150366,white,male,-0.772576891
-0.562627498,-2.394893985,-0.712855744,-0.096525426,0.06821707,-0.684985346,1.028327693,0.366290022,white,female,-0.154458759
-71.63595167,0.722728592,-1.678608575,1.567554191,1.969854025,-0.545525995,0.514981884,0.586960913,black,female,1.269528766
-20.34787394,-0.450458422,0.695224343,-0.167282992,-0.781856248,0.235956056,0.163740389,-0.384369589,black,female,0.30762143
-132.4541496,-1.472454086,0.554260631,-0.338504461,0.765862951,-1.12921918,1.845542769,0.329624605,black,female,-1.26720786
46.23999932,1.111107173,1.253688472,-0.248359706,0.079846224,1.288920739,-0.822290635,-0.140168798,black,male,-0.301967013
38.62344269,0.186382542,0.583750133,0.382588528,0.031107784,0.41493564,1.834162611,0.83602548,black,male,-0.457840993
8.097183783,1.65079532,0.480229903,-0.325846297,0.999528633,1.344712394,1.212650644,-1.229499274,black,male,-0.686730432
-167.8119917,0.423335614,-1.659276228,-0.677099714,0.679389753,0.132973539,0.844073953,-0.095532692,black,female,0.33307054
36.3738205,-1.376276457,0.952495369,0.311181815,-0.021294467,-2.285793787,0.510451158,-2.13161503,white,male,-1.01444497
38.40093253,1.138540486,-1.059584711,0.428266494,-0.902352317,0.529133604,1.234301772,-1.906259209,white,female,0.891650015
-221.7940594,0.942320021,0.028491,-0.092226239,1.867022781,-0.517959265,-0.213339906,-0.208029439,black,male,-0.165489529
296.3197995,-0.096479954,0.40739536,0.74555558,-0.363600397,1.808469896,-0.520488738,-0.158716316,white,female,1.327995563
-275.4716356,-0.362408394,-1.352454382,-0.433173211,-1.550367206,1.657183785,0.802192444,-0.861579044,black,female,-0.629336183
-21.83979414,-1.371971908,1.698662548,-0.106534711,0.33255462,1.930879998,-0.291907765,-0.560435069,black,male,-0.790779523
68.34040034,-0.886930966,0.545766365,2.051123689,-0.078694223,0.76180225,-0.108464238,0.614745926,white,female,-0.047263028
171.4649311,0.175859233,0.705625171,-1.671353006,-0.037935558,0.169929802,0.976142296,-2.388025339,white,female,0.240032019
139.5042666,-0.400083862,1.752524671,-0.569218171,-1.384985952,-0.741305332,-1.077890515,-0.374403428,white,female,-0.949762904
-190.8200215,0.430260902,-0.347470871,-1.191833877,0.277087298,-0.656474639,1.485730752,-0.600326537,black,female,0.729471591
-13.05860839,1.350958876,-0.67129226,0.724154315,-0.478188899,-1.313999498,0.903804641,3.286361407,black,female,1.131448365
-2.023205293,-0.690697595,-1.199480345,0.048259193,0.325362671,1.231918427,0.43675179,-0.769071637,black,female,1.394588476
105.9040449,1.55428631,1.300570916,0.511837959,-0.465270784,-0.174339859,0.751295408,1.138275817,white,male,0.169916139
278.8355947,-0.99142826,2.69825071,0.169173217,-1.008232861,0.939685328,0.547283591,-1.137143143,white,male,0.121937531
-156.8488314,-0.424048172,0.117572007,2.551128005,1.406262926,-0.819166649,0.070515993,-0.608619007,black,male,-1.825505611
6.588619873,-0.219693829,-0.769752021,0.130038116,-1.721587144,-0.058793373,-0.228377378,1.96011624,white,female,-0.383797267
-32.68483275,1.505461798,0.557344347,0.46636644,-0.098142152,0.772194189,0.187007505,-0.426652284,black,male,-0.115344819
356.0078294,-0.823066562,1.261076198,0.463970873,0.226386324,0.448601504,1.144542358,-1.079553031,black,male,3.071305981
-196.5160075,0.288194368,-0.556318036,0.380670127,-0.211322149,0.626546326,-0.547628519,0.637389741,black,female,-0.468349465
-186.0782845,-0.680869126,-0.496374076,-1.437062272,0.565534734,-2.206542907,-0.163413317,-0.479319994,black,female,-0.492258523
6.126014685,-1.043422492,0.678004416,0.276869223,-0.658201978,-0.924967063,-1.480834551,-0.955990486,black,female,0.062000953
-207.3274449,1.788258648,-0.652013313,1.425922534,-0.57425521,0.19551645,0.768022728,-0.03433488,black,female,-1.485470015
6.167858703,1.85398234,0.019863851,1.780741838,-0.210938546,1.25019145,0.917198058,0.770125191,black,female,0.730521026
-79.26223769,0.980585976,1.19543213,-0.440510424,-0.612779864,-1.222891291,0.188612825,-0.165458164,black,female,-0.315607686
-62.97470553,1.14953131,-0.369321304,1.028001875,-1.027956529,-0.4861388,0.049537784,0.992382823,white,male,-0.693246258
-99.11438526,-0.557229239,-1.095792294,0.689455073,1.636211486,-0.305306348,0.053040855,0.757002685,white,male,-1.250698078
40.30758574,0.037577397,1.411575881,0.800619705,2.083656759,-0.239299297,-0.091610354,-0.843279216,black,male,-0.13388501
-14.55196329,0.872392133,1.236867517,1.393733274,-1.23434763,-0.250151614,0.45673759,-0.140456226,black,female,-0.799830131
-65.29366632,-1.296844037,1.483660051,-0.124295355,1.316969959,1.173193472,-0.683995203,0.177629568,black,female,-0.854050232
-138.4450639,0.606729398,-0.721298031,0.589236878,0.075427325,0.686524901,0.227564367,1.914688965,white,male,-2.157812902
2.954432577,1.467578869,2.182797775,-0.741649832,1.023712265,-1.170861198,-0.728537505,1.760275375,black,female,-0.120906837
67.20016743,-0.893245933,0.052758106,-1.17456916,-0.057601392,-1.440209063,0.91496071,1.383426371,white,male,0.364091341
-457.4849715,-1.266837771,0.111718635,-0.706179147,0.4423592,-1.480679762,0.238657251,-1.821290384,black,male,-2.54679481
124.7082593,0.922594526,2.378197708,-0.593015539,-1.012584204,1.886888037,-0.533100744,-1.789989931,white,male,-1.524826015
44.62843727,2.185442177,0.379699519,-1.010028933,-0.544615309,-0.835952995,0.19124382,-0.192837069,black,male,0.913831444
-45.66353834,1.060981648,-2.040221092,-1.510728558,-0.429352059,-0.715981521,1.308046624,0.008731942,white,female,0.612599124
-246.4778798,-1.375581273,-0.97525418,1.598965615,-1.331242545,-0.454179661,0.518266572,-1.929434276,black,male,-1.145891669
196.2522398,-0.034296375,0.923401165,-1.046912939,0.42523668,0.137460719,0.961696337,0.488322047,white,female,0.210965959
-214.4832227,0.198206404,-0.734366633,1.559862572,0.258478754,-0.248388491,0.425186148,-1.538033959,black,male,-1.769197579
295.5064997,-0.796894419,2.225097307,-1.686204617,-0.553507559,-0.504741838,-0.528633854,-0.000309715,white,male,0.533112505
-177.1615659,-0.007535736,-0.697711868,-1.399331502,1.046621689,-0.097521335,-1.061234168,-1.442064011,black,female,0.152651577
68.06779069,-0.869408974,1.078527166,1.10060658,-0.429450863,0.544660759,1.224454582,-1.54104926,black,female,0.15930157
288.912202,1.099458327,3.19066082,-1.076968276,0.636079348,-0.396248804,-1.312292512,1.849266762,white,male,0.268278631
307.7697072,-0.421308401,0.850167201,0.284526031,-0.238279514,1.497892554,-1.200240334,2.700609861,white,female,1.110619966
261.8890607,0.334622933,0.935195358,1.567880415,0.200003499,1.102540661,0.654562023,0.253181271,white,female,0.839698206
254.0504376,-0.653291208,2.493088832,-1.138013386,0.093957054,1.342542798,-0.544952602,-0.657231883,black,male,1.375219154
-86.0572329,1.14850849,-0.042482217,-0.104916996,-1.314128142,-0.574857405,-0.912872641,-0.496653259,black,female,-0.113482611
-104.3432482,-1.684506411,-0.602310801,-1.586957976,-1.257025301,1.378653387,0.068069252,0.34200487,black,male,-0.94930212
267.6720292,-0.365638491,0.296502092,0.283153112,-0.405625687,-1.274761894,1.619369212,-0.452094792,white,female,1.161472828
-3.704644424,-1.271995786,-1.02319123,-0.475820894,2.487683431,0.807756531,-0.04560432,-0.914076852,black,male,0.689855146
-43.23399426,1.278787404,1.271695523,-0.202890803,1.078667974,-0.242657733,0.334786482,0.629024724,black,female,-1.111860753
-14.08601923,0.839639362,0.259497378,0.03811202,-0.444549431,0.305558117,1.182840766,0.907990524,white,male,-1.776486214
-96.04019095,1.050996796,-1.204332874,-1.403199794,0.885595088,0.314321527,-0.372719949,-0.116954325,black,female,-0.204757895
-174.7491822,0.339464507,-0.593623466,-0.551421935,-0.876173021,-0.19201993,-0.61556427,1.077834635,black,female,-0.191977965
209.365297,1.617615882,2.072936483,0.052424196,-0.308380271,0.161091766,-1.519917885,0.508576563,white,male,0.169625942
41.73499387,0.442524353,0.095355834,-1.058376732,-0.441279624,0.504649462,0.072652939,-0.791594563,white,female,0.256285715
199.1715936,-0.585272974,0.043698206,-0.061691313,2.071680875,-0.022778849,0.104127645,-1.074581507,black,female,2.566098376
62.44649978,0.318855668,0.537309875,0.176722199,0.912814072,1.230226945,-0.241744072,0.134583504,white,male,-0.265762438
-84.23119253,-1.891729169,1.84202283,0.284265134,-1.808834324,0.637599799,-0.731514949,1.288974771,black,male,-1.903129112
-9.668214569,1.620496835,1.740517181,-0.147280378,-2.052473107,-0.127682213,-0.469708324,-1.512117424,black,male,-0.106063574
148.2203028,0.402104504,0.853278671,0.786979351,-0.424653176,1.462459064,-0.253981124,-0.389932637,white,male,-0.18568848
34.58482372,0.809745243,-1.009811064,1.994102905,1.513474234,-0.917687952,-0.644191438,0.906598298,white,male,0.762522003
83.30929886,1.581310222,-0.093304684,-1.521441425,-1.58878149,1.67991663,-1.470410174,-2.557383264,black,female,1.60472395
-75.52587975,-1.237720732,-0.260658778,-0.53872073,-0.094597161,-1.015558338,-0.436510211,-0.845333174,black,female,-0.610160243
-13.23505267,0.152814049,0.300443768,1.674766998,-0.334036319,-0.033318633,0.38439746,-1.200163349,white,female,-0.721866388
63.31612888,0.28504591,-1.156202342,0.022319165,-0.015464452,0.284768046,0.364185842,1.263433714,white,female,0.600834821
-37.23765793,0.241871961,-0.236447829,-0.380608541,1.590933722,-0.411466809,-1.495556375,-2.503972047,black,female,0.180075896
6.828803027,0.946407318,0.554598988,1.319170674,-1.001690665,-0.616704185,-0.393099761,-0.646350902,black,female,0.515619412
98.3716789,0.033170496,0.325438001,0.082126164,-1.742518126,-0.201442582,0.954636865,0.803396938,white,female,-0.403356153
53.751585,-1.131187146,1.399386758,0.523480976,-0.72237231,1.49812315,0.543576764,-0.012978207,black,male,-0.124473754
-113.357339,0.61711381,-0.182904006,0.782431421,-0.402148218,-1.112049184,-0.958245779,-0.957615542,white,male,-1.920913436
-162.5247216,-0.398401149,-1.756095821,-1.149131413,-0.131072277,-1.114752991,-0.118893759,-0.737726415,black,female,0.150578136
151.743548,0.629255203,1.667106418,-2.15061295,0.365716992,1.635987061,1.55918771,-0.655271121,black,female,-0.402960709
236.9910797,0.924619345,1.258474063,1.762172988,0.877930558,-0.946769149,2.33994802,0.706461183,white,female,0.470186082
-151.8226761,0.453941536,-0.659406897,0.817076094,-1.146201756,0.244246827,0.771423319,-0.108023194,black,male,0.587531685
-163.7646907,0.610438149,-1.862597833,1.192156121,0.759357161,-0.287821386,0.205333582,1.073600994,white,female,-0.697686891
197.6918625,0.941701259,1.050971999,-1.779517243,-0.997224327,-1.052062663,-0.729346722,0.601244273,white,female,1.023388416
-58.72126578,0.958190543,0.631035464,-0.556586358,-1.640116919,-0.137985126,1.306546468,-0.437682937,black,female,0.654955716
-195.5650533,1.294556341,-0.899337186,1.482935942,-0.723570599,-1.572973563,-0.262482045,0.058308957,black,male,-0.244873323
-39.12908057,-0.615584648,-1.994439505,-0.817107713,0.299762997,-2.787419958,0.061988548,2.068921818,white,female,0.145589768
107.8925867,1.55270037,0.180072248,-0.746505474,-0.587699035,1.202160489,2.730622723,1.77756628,white,female,0.108358034
-63.15802815,-1.461171255,-0.449408151,0.079349581,0.561649084,0.271646289,1.602517082,0.567569926,black,male,0.429820811
129.5545998,1.427690848,0.57088029,-0.149121005,-0.916111457,1.016766016,0.468577773,2.087155491,white,male,0.70461815
-109.6605054,1.177569404,-1.584073284,0.40986917,-0.132353372,0.732612952,-0.299822501,0.147091794,black,female,0.110994808
113.1033272,-0.995680649,-0.659830971,0.399648488,-1.136242522,-0.776831409,-0.124289653,-0.577106074,white,male,0.567020212
30.05639018,-0.284355993,0.558057952,-0.502299014,-0.256819959,-1.078065149,-0.565538543,1.800452701,white,female,-1.213211806
-65.52723363,0.516852538,-1.506333073,1.66546525,0.473049419,0.012209778,0.080113091,0.251813563,black,male,1.015165575
116.5204935,0.313520045,0.799472889,1.218519283,-0.423840972,-0.59544634,0.768057592,-0.727998426,white,male,0.644343572
86.55990558,-0.220949208,1.756407554,-0.417906201,-1.259499455,1.454693766,-1.35094811,-1.753618797,black,female,0.463845247
-204.1908909,-1.200965591,-0.049864716,0.099690905,1.724447774,-0.835075447,0.742407961,-0.425229042,black,female,-0.427016059
99.30315278,0.049191762,-0.037906271,-0.322332654,-0.691177596,0.075362764,-0.145285749,-1.954228909,white,female,-0.211083702
-161.6643784,-0.644410031,-1.613607565,1.752427537,0.111941114,-1.575560102,0.480481962,-2.016594364,black,female,0.903364221
115.285241,-2.105294494,0.5630127,0.405343092,0.123897253,1.693919626,1.627240754,-0.787596889,black,female,0.318644121
56.70641641,-0.084924158,-0.273173852,0.311763241,-1.326978861,0.680348677,-0.224066266,0.340068446,white,male,0.110350386
224.9785805,1.004433341,1.141664583,1.278851106,-0.922303141,0.738773053,0.325515799,0.234801966,white,female,1.067250655
-20.68304926,-1.064057061,-0.834607401,-0.100042217,0.245032432,-0.171368564,0.252541013,-0.562514913,white,female,-0.488244823
129.8215334,-1.91823156,1.936021299,-0.024069877,0.544114686,0.74151289,0.861020785,-0.125884377,black,male,0.463918588
30.52292041,-0.309948266,0.196490607,-0.522721086,0.547990473,0.694012746,-1.850148307,0.640383398,white,female,0.177363215
-7.913533065,-0.583917837,-1.832803014,0.980936238,0.455375061,2.274217666,-0.773762058,-1.172170989,white,female,0.553874667
125.8264476,-0.350114145,-0.198272052,-0.15264384,0.731120449,-1.643942975,0.287285403,0.121426991,white,female,0.401452492
-401.9713204,-0.619952885,-1.753236281,-0.334697282,-1.102765732,-1.672971547,0.353212714,0.991537245,black,female,-1.611634029
-74.99762075,-0.822868052,-1.117272957,0.597068041,0.519260038,-0.868649806,-0.184924737,-0.561941642,white,female,-0.632622236
11.53116083,-0.453503274,-0.118170226,-0.264934752,0.694833826,1.372247656,0.36331914,0.335368057,white,female,-0.172932386
11.98229619,-1.024540072,-0.81701544,-2.25165552,0.870959016,0.566379178,1.374867884,-2.191129081,white,male,0.020089313
-182.3999269,-0.701985012,-1.530563479,-1.38940441,0.539082088,0.185443665,-0.211437673,-0.016907728,black,female,-0.904407667
49.02472627,-0.663572574,-0.956640189,0.706981871,1.78183992,-0.545620818,1.921508707,-0.455655801,white,female,-1.486932256
-320.9198344,-0.358056124,-0.725912934,1.247905854,0.925778408,-1.460554526,1.008948607,-1.112253053,black,female,-1.604594574
206.0868703,1.513104269,0.779406832,-0.511727984,0.446797186,0.236458604,0.282269522,-0.856102159,white,male,0.220941659
66.4550676,0.264970223,0.730574359,-0.319698997,-0.825296468,-1.001046886,-0.42545135,0.42051931,white,female,-0.232228757
-44.20644497,-2.2847778,1.057621748,0.965732588,0.848856068,-0.456909901,-1.414371032,-1.698050983,black,female,0.648873919
-254.5959679,1.972303467,0.685540131,0.895858488,-0.25601863,0.490734122,-0.769874764,-0.135732825,black,male,-1.90654738
-193.4929145,-0.035353507,-0.312444014,-0.378846223,0.126801146,0.808708309,0.277118175,2.08445925,black,female,0.063744384
-38.37971014,2.766538407,-0.265714552,0.839950187,0.543687037,-1.214060382,-0.978890503,-0.018336005,white,female,-0.254857102
157.3133817,0.908008749,-0.715967183,0.502798348,-1.04747605,0.482730431,-1.401534536,0.23347809,black,female,2.676829597
-3.07527441,0.584678999,1.381325363,-0.543411197,-0.750007273,0.64070686,0.647514936,-0.955768445,black,female,-1.164958319
35.56858313,0.772337612,1.393986711,-0.164256606,-0.929824116,0.955894138,0.247554235,-0.607722332,white,male,-1.293631199
22.71706081,0.925675484,-1.300312205,0.62545324,0.112560748,1.660050988,0.480410408,-1.301765323,white,female,0.508513296
26.32806168,-0.896630022,-0.978324458,-0.780555754,0.690234927,0.534084579,-0.837048449,-0.993266952,white,male,-0.573098177
39.5504962,-0.337640791,-0.473843341,-0.642141193,-0.481451379,1.598474184,-1.765583873,-0.083634324,white,female,0.277719563
18.81585596,0.630762153,1.391213743,-0.632042272,2.192100409,-0.498491228,-0.541730727,0.489769404,black,female,0.377895998
-252.2098071,-0.115329965,-1.502677497,2.566785552,0.088639859,-0.554762613,-1.856384403,0.086211592,black,male,-1.003052909
77.84693154,-0.303368799,0.4172635,-0.430713219,-0.072466943,1.420504882,0.907896684,-0.345340247,white,female,-0.749151984
-62.89613197,1.002506691,0.108071568,-0.104616475,-0.856906504,0.476680383,1.180908925,-0.102820344,black,female,0.200415626
-231.0498153,0.450110349,0.211941948,-0.622872449,0.33371395,-1.958736072,-1.075025298,-0.785844166,black,female,-1.332231321
-322.5589209,0.259531548,-0.483412953,-1.726969241,-0.433783729,-0.308848948,-0.047332903,2.28210469,black,male,-2.294044559
-115.0483697,0.041867434,0.577455234,0.921354041,1.220104239,-1.100768823,-0.775634178,-0.470948647,black,female,-0.061194265
-36.93884349,0.613567785,0.127439413,0.321548183,-1.116036483,-0.625458704,-0.18725121,0.601682084,white,male,-0.782980276
83.82061529,0.462165871,-0.189285117,-1.377033721,-0.534185524,-0.785701734,-0.014231719,0.144971074,white,male,0.058980723
-73.4629999,0.069617742,-0.240375955,2.408480298,0.949014623,-0.092441011,-1.045945276,-0.18045362,white,female,-1.267587388
-26.84135955,-0.974370733,-1.713737865,-0.804266199,0.008042373,-0.447273422,0.741813872,-0.170595702,white,male,1.161155802
12.17004654,-2.156128398,0.534026551,-0.612407591,-1.105937494,0.858563946,0.469658242,0.08178691,black,male,0.289994937
-167.783771,0.348355913,0.918495392,0.747970722,-1.077848735,-1.273055203,-0.802913507,1.324066486,black,female,0.01446437
121.6911026,-0.951374116,0.122769826,-2.128649687,0.474344354,0.708795339,0.564571047,1.055115621,white,male,-0.202213704
-115.7015109,-0.173363648,-0.340383341,0.046151321,0.834815085,-1.385331563,0.316874901,-1.227548746,white,male,-1.409200593
-269.6070055,-0.113946853,-1.826060735,1.117561548,2.381291052,-0.523337987,-1.545085164,1.471727846,black,male,-0.542188027
-9.320702559,1.808747214,0.353230954,0.371251858,0.748381831,-1.305878398,0.562687456,-0.636811263,white,female,-1.890773579
-210.296789,-1.934949281,-0.15343357,-0.184031675,0.002722896,-1.045154642,-2.096430593,1.860805681,black,female,-0.924021006
49.77692645,0.567482494,-0.112197111,1.108864325,-0.553613933,0.398674814,-0.738487661,0.011175385,white,male,-0.249949836
31.89359158,0.084612203,0.933966131,-0.245784932,0.906080762,-0.913262466,-0.939358392,-0.980698851,black,female,0.330916132
-182.7234034,1.62892932,-2.648648369,-0.875772475,-0.253740901,1.03060594,0.114748435,0.812715313,black,male,-0.149772703
-123.9943967,0.160665029,-1.301511141,-1.023215255,1.10193077,0.709065583,0.591448348,1.178549876,white,male,-0.723419874
